rank,year,chart,artist,featured_artist,title,track_title,line,lyric
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,11,I used to think you'd never say it's over
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,12,I used to love you sober
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,13,I used to love you sober
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,14,"I'm on the floor, cursing at the door"
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,15,Broken hearted with a pounding head
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,16,"And I know, I gotta let you go"
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,17,So the liquor helps me forget
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,18,"Your name, your face"
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,19,This pain I can't erase
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,20,Now the only way I know that I can get you off my mind
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,21,"To keep a bottle so close, try to leave it all behind"
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,22,And I couldn't get enough
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,23,"Girl, I'm drowning, drunk in love"
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,24,I used to think you'd never say it's over
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,25,I used to love you sober
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,26,I used to love you sober
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,27,Now you're gone
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,28,You moved on
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,29,And I hate the way I'm feeling...
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,30,Now the only way I know that I can get you off my mind
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,31,"To keep a bottle so close, try to leave it all behind"
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,32,And I couldn't get enough
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,33,"Girl, I'm drowning, drunk in love"
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,34,I used to think you'd never say it's over
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,35,I used to love you sober
95,2016,Hot Country Songs,Kane Brown,NA,Used To Love You Sober,Used to Love You Sober,36,I used to love you sober
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,1,"Tick tock, I'm on the clock and I'm feeling like"
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,2,This job's just 9 to 5'ing my life away
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,3,It's like I'm back in school and I'm in the last class
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,4,And I'm passing time until the bell ring
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,5,Having visions of summertime
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,6,"Wait a minute now, that's just later tonight"
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,7,"Tan legs and tailgating, it's all up in the moonlight"
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,8,"And by the way, it's pay day"
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,9,Live it up for the weekend
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,10,"Pour it up, have the time of your life"
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,11,Take a shot for the regrets
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,12,Double up and it's bound to get buck wild
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,13,"Hey ladies, let your hair down"
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,14,"We know ain't nobody scared now, hell nah"
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,15,Just do your thing like it's spring break
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,16,Wake and bake and we at it again
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,17,We live it up for the weekend
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,18,Backwoods looking like Panama City
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,19,A bunch of jacked up trucks and bikinis
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,20,Got a Yeti full of good ideas
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,21,"Like I ain't worried 'bout driving, I'mma stay right here"
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,22,And I'mma live it up for the weekend
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,23,"Pour it up, have the time of your life"
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,24,Take a shot for the regrets
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,25,Double up and it's bound to get buck wild
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,26,"Hey ladies, let your hair down"
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,27,"We know ain't nobody scared now, hell nah"
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,28,Just do your thing like it's spring break
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,29,Wake and bake and we're at it again
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,30,We live it up for the weekend
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,31,"Somebody said something 'bout church on Sunday, amen"
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,32,Somebody said something 'bout work on Monday
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,33,"Shh, don't say it again"
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,34,Live it up for the weekend
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,35,"Pour it up, have the time of your life"
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,36,Take a shot for the regrets
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,37,Double up and it's bound to get buck wild
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,38,"Hey ladies, let your hair down"
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,39,"We know ain't nobody scared now, hell nah"
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,40,Just do your thing like it's spring break
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,41,Wake and bake and we're at it again
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,42,We live it up for the weekend
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,43,"Live it up, live it up for the weekend"
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,44,Live it up for the weekend
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,45,"Live it up, live it up for the weekend"
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,46,"Live it up, live it up"
96,2016,Hot Country Songs,Brantley Gilbert,NA,The Weekend,The Weekend,47,It's the weekend
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,1,You are overbearing; I'm not in love
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,2,But I don't wanna tell you
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,3,We've been contemplating how to give it up
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,4,But I can't convince you
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,5,And we've been hopelessly holding too tight
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,6,When we don't even need to
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,7,And as the water fills this sinking ship
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,8,I know we have to leave too
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,9,"Mayday, mayday"
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,10,This is an emergency
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,11,"Mayday, mayday"
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,12,You've gotta let me leave
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,13,"I'm laying here, inches away"
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,14,"But you can't hear me call mayday, yeah, yeah"
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,15,"Said I'm moving on, cause things were getting rough"
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,16,But here I am in your bed
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,17,"I strung it on too long, afraid to be alone"
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,18,Now we're in over our heads
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,19,"It's either sink or swim, we've tried so many times"
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,20,For worse or for better
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,21,It tears my heart in two to leave it all behind
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,22,And say goodbye forever
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,23,"Mayday, mayday"
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,24,This is an emergency
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,25,"Mayday, mayday"
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,26,You've gotta let me leave
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,27,"I'm laying here, inches away"
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,28,"But you can't hear me call mayday, yeah, yeah"
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,29,"Oh, you gotta let me leave"
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,30,"Oh, the weight will make us sink"
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,31,"Oh, could you please help me leave?"
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,32,"Oh, abandon ship with me"
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,33,"Mayday, mayday"
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,34,This is an emergency
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,35,"Mayday, mayday"
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,36,You've gotta let me leave
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,37,"I'm laying here, inches away"
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,38,But you can't hear me call mayday
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,39,"Mayday, mayday (You are overbearing; I'm not in love)"
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,40,(But I don't wanna tell you)
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,41,"Mayday, mayday (You are overbearing; I'm not in love)"
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,42,(But I don't wanna tell you)
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,43,"Mayday, mayday (You are overbearing; I'm not in love)"
97,2016,Hot Country Songs,Cam,NA,Mayday,Mayday,44,(But I don't wanna tell you)
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,1,Why do you keep on staring?
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,2,"That mirror, mirror, it ain't fair at all (Mmm, mm)"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,3,Dress sizes can't define
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,4,"Don't let the world decide what's beautiful, no"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,5,You won't make yourself a name if you follow the rules
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,6,History gets made when you're acting a fool
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,7,So don't hold it back and just run it
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,8,Show what you got and just own it
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,9,"No, they can't tear you apart"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,10,"If you trust your rebel heart, ride it into battle"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,11,"Don't be afraid, take the road less traveled"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,12,Wear out your boots and kick up the gravel
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,13,"Don't be afraid, take the road less traveled on"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,14,"Oh, ooh-whoa, oh, ooh-whoa"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,15,Take the road less traveled on
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,16,Don't follow anyone
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,17,"March to the rhythm of a different drum (Mmm, mm)"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,18,"Why do we analyze, break out, and criticize the crazy ones? Oh"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,19,You won't make yourself a name if you follow the rules
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,20,History gets made when you're acting a fool
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,21,So don't hold it back and just run it
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,22,Show what you got and just own it
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,23,"No, they can't tear you apart, no"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,24,"If you trust your rebel heart, ride it into battle"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,25,"Don't be afraid, take the road less traveled"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,26,Wear out your boots and kick up the gravel
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,27,"Don't be afraid, take the road less traveled on"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,28,"Oh, ooh-whoa, oh, ooh-whoa"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,29,Take the road less traveled on
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,30,"Oh, ooh-whoa, oh, ooh-whoa"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,31,Take the road less traveled on
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,32,"Put your hands up, show me that you're one of a kind"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,33,"Put your hands up, let me hear your voice tonight"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,34,Oh
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,35,"If you trust your rebel heart, ride it into battle"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,36,"Don't be afraid, take the road less traveled"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,37,Wear out your boots and kick up the gravel
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,38,"Don't be afraid, take the road less traveled on"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,39,"If you trust your rebel heart, ride it into battle"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,40,"Don't be afraid, take the road less traveled"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,41,Wear out your boots and kick up the gravel
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,42,"Don't be afraid, take the road less traveled on"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,43,"Oh, ooh-whoa, oh, ooh-whoa"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,44,Take the road less traveled on
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,45,Wear out your boots and kick up the gravel
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,46,"Don't be afraid, take the road less traveled on"
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,47,Traveled on
98,2016,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,Road Less Traveled,48,Take the road less traveled on
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,1,"Walking down the street, hand in mine"
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,2,It don't keep them other guys
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,3,And their wandering eyes from looking at you
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,4,That's alright and that's okay
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,5,Who can blame 'em anyway?
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,6,"You're so pretty, and you ain't even got a clue"
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,7,"'Cause everywhere we go, girl"
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,8,You're the star of the show
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,9,And everybody's wondering and wanting to know
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,10,What's your name?
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,11,"Who's that girl, with the prettiest smile in the world?"
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,12,"Oh, what gets me the most is you don't even know"
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,13,"That you are, you are, you are"
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,14,The star of the show
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,15,"You're the star of the show, yeah, baby"
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,16,Friday night on the town
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,17,We walk in and you draw a crowd
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,18,Even the band seems to sing for you
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,19,"Ease on up, order a drink, barkeep says it's all on me"
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,20,You look at me and laugh like you don't know what to do
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,21,"Baby, you're so cute"
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,22,"'Cause everywhere we go, girl"
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,23,You're the star of the show
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,24,And everybody's wondering and wanting to know
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,25,Whats your name?
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,26,"Who's that girl, with the prettiest smile in the world?"
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,27,"Oh, what gets me the most is you don't even know"
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,28,"That you are, you are, you are"
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,29,"The star of the show, yeah"
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,30,"You're the star of the show, baby, yeah yeah"
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,31,"Even in a ponytail, in a pair of jeans"
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,32,You look like a cover of a magazine
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,33,"Baby, you're the only one who doesn't see"
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,34,"That everywhere we go, girl"
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,35,You're the star of the show
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,36,And everyone's wondering and wanting to know
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,37,Whats your name?
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,38,Who's that girl with the luckiest guy in the world?
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,39,"Oh, what gets me the most is you don't even know"
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,40,"That you are, you are, you are"
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,41,"You are, you are, you are"
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,42,"Baby, you are, you are, you are the star of the show.."
99,2016,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,Star of the Show,43,"Don't you know, you're the star of the show, baby"
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,1,If I could kill a word and watch it die
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,2,"I'd poison ""never,"" shoot goodbye"
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,3,"Beat ""regret"" when I felt I had the nerve"
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,4,"Yeah, I'd pound ""fear"" to a pile of sand"
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,5,"Choke ""lonely"" out with my bare hands"
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,6,"I'd hang ""hate"" so that it can't be heard"
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,7,If I could only kill a word
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,8,"I'd take ""brokeness"" out back"
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,9,"And break ""heartbreak,"" stand there and laugh"
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,10,Right in its face while shootin' it the bird
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,11,"I'd put ""upset"" down in its place"
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,12,"I'd squeeze the life out of ""disgrace"""
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,13,"Lay ""over"" under six cold feet of dirt"
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,14,If I could only kill a word
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,15,"Give me sticks, give stones"
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,16,"Bend my body, break my bones"
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,17,Use staff and rod to turn me black and blue
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,18,"Cause you can't unhear, you can't unsay"
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,19,But if were up to me to change
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,20,"I'd turn ""lies"" and ""hate"" to ""love"" and ""truth"""
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,21,If I could only kill a word
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,22,"I'd knock out ""temptation""'s teeth"
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,23,"I'd sever ""evil,"" let it bleed"
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,24,"Then light up ""wicked,"" stand and watch it burn"
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,25,"I'd take ""vice"" and I'd take ""vile"""
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,26,"Tie 'em up there with ""hostile"""
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,27,Hang 'em high and leave 'em for the birds
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,28,If I could only kill a word
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,29,"So give me sticks, give stones"
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,30,"Bend my body, break my bones"
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,31,Use staff and rod to turn me black and blue
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,32,"Cause you can't unhear, you can't unsay"
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,33,But if were up to me to change
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,34,"I'd turn ""lies"" and ""hate"" to ""love"" and ""truth"""
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,35,If I could only kill a word
100,2016,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,Kill A Word,36,If I could only kill a word
