rank,year,chart,artist,featured_artist,title,track_title,line,lyric
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,1,"Baby, last night was hands down"
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,2,"One of the best nights that I've had, no doubt"
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,3,Between the bottle of wine and the look in your eyes and the Marvin Gaye
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,4,Then we danced in the dark under September stars in the pourin' rain
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,5,And I know that I can't ever tell you enough
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,6,That all I need in this life is your crazy love
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,7,If I never get to see the Northern lights
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,8,Or if I never get to see the Eiffel Tower at night
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,9,"Oh, if all I got is your hand in my hand"
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,10,"Baby, I could die a happy man"
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,11,"A happy man, baby, mmm"
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,12,"Baby, that red dress brings me to my knees"
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,13,"Oh, but that black dress makes it hard to breathe"
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,14,"You're a saint, you're a goddess, the cutest, the hottest, a masterpiece"
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,15,"It's too good to be true, nothing better than you in my wildest dreams"
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,16,And I know that I can't ever tell you enough
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,17,That all I need in this life is your crazy love
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,18,If I never get to see the Northern lights
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,19,Or if I never get to see the Eiffel Tower at night
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,20,"Oh, if all I got is your hand in my hand"
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,21,"Baby, I could die a happy man, yeah, yeah"
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,22,Mmm
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,23,"I don't need no vacation, no fancy destination"
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,24,"Baby, you're my great escape"
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,25,"We could stay at home, listen to the radio"
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,26,Dance around the fireplace
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,27,"Oh, if I never get to build my mansion in Georgia"
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,28,Or drive a sports car up the coast of California
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,29,"Oh, if all I got is your hand in my hand"
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,30,"Baby, I could die a happy man"
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,31,"Baby, I could die a happy man"
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,32,"Oh, I could die a happy man"
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,33,"You know I could, girl"
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,34,"I could die, I could die a happy man"
2,2016,Hot Country Songs,Thomas Rhett,NA,Die A Happy Man,Die a Happy Man,35,Mmm
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,1,You know there's a light that glows by the front door
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,2,Don't forget the keys under the mat
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,3,When childhood stars shine
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,4,Always stay humble and kind
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,5,Go to church 'cause your momma says to
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,6,Visit grandpa every chance that you can
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,7,It won't be wasted time
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,8,Always stay humble and kind
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,9,"Hold the door, say please, say thank you"
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,10,"Don't steal, don't cheat, and don't lie"
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,11,I know you got mountains to climb but
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,12,Always stay humble and kind
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,13,When the dreams you're dreamin' come to you
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,14,When the work you put in is realized
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,15,Let yourself feel the pride but
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,16,Always stay humble and kind
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,17,Don't expect a free ride from no one
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,18,Don't hold a grudge or a chip and here's why
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,19,Bitterness keeps you from flyin'
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,20,Always stay humble and kind
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,21,Know the difference between sleepin' with someone
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,22,And sleepin' with someone you love
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,23,"""I love you"" ain't no pickup line, so"
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,24,Always stay humble and kind
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,25,"Hold the door, say please, say thank you"
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,26,"Don't steal, don't cheat, and don't lie"
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,27,I know you got mountains to climb but
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,28,Always stay humble and kind
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,29,When those dreams you're dreamin' come to you
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,30,When the work you put in is realized
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,31,Let yourself feel the pride but
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,32,Always stay humble and kind (Yeah)
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,33,"When it's hot, eat a root beer popsicle"
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,34,Shut off the AC and roll the windows down
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,35,Let that summer sun shine
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,36,Always stay humble and kind
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,37,Don't take for granted the love this life gives you
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,38,"When you get where you're goin', don't forget turn back around"
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,39,And help the next one in line
3,2016,Hot Country Songs,Tim McGraw,NA,Humble And Kind,Humble and Kind,40,Always stay humble and kind
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,1,"Bet you think I'm sitting at home, naw"
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,2,"Bet you think that I'm all alone, naw"
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,3,I bet you think I'm missing you and wishing you would call my phone
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,4,Hell naw
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,5,I went wheels up on a runway
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,6,And that ticket was a one-way
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,7,I'm somewhere on a beach
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,8,Sipping something strong
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,9,"Got a new girl, she got it going on"
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,10,"We drink all day, and party all night"
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,11,I'm way too gone to have you on my mind
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,12,"She got a body, and she's naughty"
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,13,And she got me like you ain't never got me
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,14,"I'm getting sun, getting some, and I ain't slept in a week"
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,15,"Yeah, I'm somewhere on a beach"
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,16,Heard you called my boys
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,17,Heard you called my folks
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,18,They said you drove by my house real slow
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,19,"You can check any spot, roll down every road"
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,20,"But girl, I ain't even close"
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,21,I'm somewhere on a beach
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,22,Sipping something strong
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,23,"Got a new girl, she got it going on"
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,24,"We drink all day, and party all night"
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,25,I'm way too gone to have you on my mind
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,26,"She got a body, and she's naughty"
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,27,And she got me like you ain't never got me
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,28,"I'm getting sun, getting some, and I ain't slept in a week"
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,29,"Yeah, I'm somewhere on a beach"
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,30,I wish it could've worked out
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,31,But I'm gettin' over you now
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,32,On a beach towel
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,33,My shades on
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,34,My drink's up and the sun's out
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,35,I'm somewhere on a beach
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,36,I'm somewhere on a beach
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,37,Sipping something strong
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,38,"Got a new girl, she got it going on"
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,39,"We drink all day, and party all night"
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,40,I'm way too gone to have you on my mind
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,41,"She got a body, and she's naughty"
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,42,And she got me like you ain't never got me
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,43,"I'm getting sun, getting some, and I ain't slept in a week"
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,44,"Yeah, I'm somewhere on a beach"
4,2016,Hot Country Songs,Dierks Bentley,NA,Somewhere On A Beach,Somewhere On a Beach,45,"Yeah, I'm somewhere on a beach"
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,1,I wanna sweep you off your feet tonight
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,2,I wanna love you and hold you tight
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,3,Spin you around on some old dance floor
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,4,Act like we never met before for fun
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,5,'Cause you're the one I want
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,6,You're the one I need
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,7,"Baby, if I was a king"
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,8,"Ah, you would be my queen"
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,9,You're the rock in my roll
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,10,"You're good for my soul, it's true"
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,11,I'm head over boots for you
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,12,The way you sparkle like a diamond ring
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,13,Maybe one day we can make it a thing
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,14,Test time and grow old together
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,15,"Rock in our chairs and talk about the weather, yeah"
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,16,"So, bring it on in for that angel kiss"
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,17,"Put that feel good on my lips, cause"
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,18,'Cause you're the one I want
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,19,You're the one I need
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,20,"Baby, if I was a king"
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,21,"Ah, you would be my queen"
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,22,You're the rock in my roll
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,23,"You're good for my soul, it's true"
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,24,I'm head over boots for you
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,25,"Yeah, I'm here to pick you up"
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,26,"And I hope I don't let you down, no"
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,27,'Cause you're the one I want
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,28,You're the one I need
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,29,"Baby, if I was a king"
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,30,"Ah, you would be my queen"
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,31,You're the rock in my roll
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,32,"You're good for my soul, it's true"
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,33,I'm head over boots for you
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,34,'Cause you're the one I want
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,35,You're the one I need
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,36,"Baby, if I was a king"
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,37,"Ah, you would be my queen"
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,38,You're the rock in my roll
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,39,"You're good for my soul, it's true"
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,40,I'm head over boots for you
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,41,I wanna sweep you off your feet tonight
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,42,I wanna love you and hold you tight
5,2016,Hot Country Songs,Jon Pardi,NA,Head Over Boots,Head Over Boots,43,Spin you around on some old dance floor
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,1,"It's perfect outside, it's like God let me dial up the weather"
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,2,"Got the whole crew here, I ain't seen some of them in forever"
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,3,It's one of those 'never forget it; better stop and take it in' kind of scenes
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,4,"Everything's just right, yeah, except for one thing"
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,5,You should be here
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,6,Standing with your arm around me here
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,7,Cuttin' up crackin' a cold beer
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,8,Sayin' cheers
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,9,"Hey y'all, it's sure been a good year"
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,10,It's one of those moments
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,11,That's got your name written all over it
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,12,And you know that if I had just one wish
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,13,It'd be that you didn't have to miss this
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,14,You should be here
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,15,(You should be here)
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,16,You'd be takin' way too many pictures on your phone
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,17,Showin' 'em off to everybody that you know back home
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,18,"And even some you don't, yeah"
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,19,They say now you're in a better place
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,20,And I would be too if I could see your face
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,21,You should be here
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,22,Standin' with your arm around me here
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,23,Cuttin' up crackin' a cold beer
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,24,Sayin' cheers
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,25,"Hey y'all, it's sure been a good year"
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,26,It's one of those moments
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,27,That's got your name written all over it
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,28,And you know that if I had just one wish
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,29,It'd be that you didn't have to miss this
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,30,"Aw, you should be here"
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,31,You'd be lovin' this
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,32,You'd be freakin' out
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,33,You'd be smilin'
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,34,"Yeah, I know you'd be all about"
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,35,"What's goin' on right here, right now"
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,36,"God, I wish somehow"
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,37,You could be here
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,38,"Aw, you should be here"
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,39,"Yeah, this is one of those moments"
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,40,That's got your name written all over it
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,41,And you know that if I had just one wish
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,42,It'd be that you didn't have to miss this
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,43,"Aw, you should be here"
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,44,(You should be here)
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,45,(You should be here)
6,2016,Hot Country Songs,Cole Swindell,NA,You Should Be Here,You Should Be Here,46,You should be here
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,1,I knew I'd see her around
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,2,"I'd be at some party, she'd show up and I'd be walking out"
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,3,Or across some parking lot hiding behind her sister
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,4,"I'd look up, she'd be at the red light beside me"
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,5,In that white Maxima with the sticker on the back
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,6,I'd act like I didn't see her
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,7,We'd pay at the same pumps
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,8,Flip through the same stations
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,9,And slow down for the same curves
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,10,Run around with the same crowds
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,11,We just needed some time
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,12,She could get on with her life and I'd get on with mine
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,13,"Thought I would be fine, heh, but maybe not"
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,14,I knew she'd find a way to get over me
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,15,But I'd never thought that...
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,16,She would get down with somebody I know
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,17,I guess that's just how it goes
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,18,When you break up in a small town
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,19,I see our friends and they put on a show
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,20,Like they don't want me to know
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,21,So they give me the go-around
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,22,"But there's only so many streets, so many lights"
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,23,I swear it's like I can't even leave my house
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,24,I should've known all along
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,25,You gotta move or move on
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,26,When you break up in a small town
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,27,For a while I guess they were keeping it low-key
7,2016,Hot Country Songs,Sam Hunt,NA,Break Up In A Small Town,Break Up in a Small Town,28,But now it's like these county lines are closing in on me
